REGION TYPE,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (no subtype),B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H3),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,2015,21,7748,1,20,21,184,0,0,0.000129066,0.002581311,0.002710377,0.023748064,0,0
National,2015,22,6993,0,20,22,152,0,0,0,0.002860003,0.003146003,0.021736022,0,0
National,2015,23,6725,1,20,28,129,0,0,0.000148699,0.002973978,0.004163569,0.019182156,0,0
National,2015,24,6133,2,50,22,78,0,0,0.000326105,0.008152617,0.003587151,0.012718083,0,0
National,2015,25,5558,0,51,24,46,0,0,0,0.009175963,0.0043181,0.008276358,0,0
National,2015,26,5248,2,59,35,33,0,0,0.000381098,0.011242378,0.006669207,0.00628811,0,0
National,2015,27,5260,4,40,18,36,1,0,0.000760456,0.007604563,0.003422053,0.006844106,0.000190114,0
National,2015,28,5039,3,35,11,37,0,0,0.000595356,0.006945823,0.002182973,0.007342727,0,0
National,2015,29,4811,2,31,19,21,0,0,0.000415714,0.006443567,0.003949283,0.004364997,0,0
National,2015,30,4785,0,44,20,9,0,0,0,0.009195402,0.004179728,0.001880878,0,0
National,2015,31,4790,4,50,21,18,0,0,0.000835073,0.010438413,0.004384134,0.003757829,0,0
National,2015,32,4910,3,34,30,14,0,0,0.000610998,0.006924644,0.00610998,0.002851324,0,0
National,2015,33,5170,2,55,25,16,0,0,0.000386847,0.010638298,0.00483559,0.003094778,0,0
National,2015,34,5381,3,44,33,20,0,0,0.000557517,0.008176919,0.006132689,0.003716781,0,0
National,2015,35,6115,3,64,43,29,0,0,0.000490597,0.010466067,0.007031889,0.004742437,0,0
National,2015,36,6786,1,74,35,38,0,0,0.000147362,0.010904804,0.005157678,0.005599764,0,0
National,2015,37,7694,4,91,56,47,0,0,0.000519886,0.011827398,0.007278399,0.006108656,0,0
National,2015,38,8855,1,58,62,46,0,0,0.000112931,0.006549972,0.007001694,0.005194805,0,0
National,2015,39,9876,7,77,59,59,0,0,0.000708789,0.007796679,0.005974079,0.005974079,0,0
National,2015,40,1139,4,65,2,10,0,0,0.003511853,0.057067603,0.001755926,0.008779631,0,0
National,2015,41,1152,5,41,2,7,0,0,0.004340278,0.035590278,0.001736111,0.006076389,0,0
National,2015,42,1198,10,50,1,8,0,0,0.008347245,0.041736227,0.000834725,0.006677796,0,0
National,2015,43,1244,9,31,4,9,0,0,0.007234727,0.024919614,0.003215434,0.007234727,0,0
National,2015,44,1465,4,23,4,9,0,0,0.002730375,0.015699659,0.002730375,0.006143345,0,0
National,2015,45,1393,11,34,1,10,0,0,0.007896626,0.024407753,0.000717875,0.007178751,0,0
National,2015,46,1458,17,42,1,4,0,0,0.011659808,0.028806584,0.000685871,0.002743484,0,0
National,2015,47,1157,17,24,0,4,0,0,0.014693172,0.020743302,0,0.003457217,0,0
National,2015,48,1550,27,36,3,9,0,0,0.017419355,0.023225806,0.001935484,0.005806452,0,0
National,2015,49,1518,38,37,3,11,0,0,0.025032938,0.024374177,0.001976285,0.007246377,0,0
National,2015,50,1475,69,39,0,10,0,0,0.046779661,0.026440678,0,0.006779661,0,0
National,2015,51,1245,89,33,1,12,0,0,0.071485944,0.026506024,0.000803213,0.009638554,0,0
National,2015,52,1485,146,56,1,13,0,0,0.098316498,0.037710438,0.000673401,0.008754209,0,0
National,2016,1,1841,232,68,2,14,0,0,0.126018468,0.036936448,0.001086366,0.007604563,0,0
National,2016,2,1748,256,89,5,47,0,0,0.146453089,0.050915332,0.002860412,0.026887872,0,0
National,2016,3,1946,361,100,13,45,0,0,0.185508736,0.051387461,0.00668037,0.023124358,0,0
National,2016,4,2568,526,160,15,97,0,0,0.20482866,0.062305296,0.005841121,0.037772586,0,0
National,2016,5,2727,672,171,13,98,0,0,0.246424642,0.062706271,0.004767143,0.035936927,0,0
National,2016,6,3202,891,236,17,161,0,0,0.278263585,0.073703935,0.005309182,0.050281074,0,0
National,2016,7,3898,1340,256,19,179,0,0,0.343766034,0.065674705,0.004874295,0.045920985,0,0
National,2016,8,4551,1672,232,28,215,0,0,0.367391782,0.050977807,0.006152494,0.047242364,0,0
National,2016,9,4687,1886,313,32,211,0,0,0.402389588,0.066780457,0.006827395,0.045018135,0,0
National,2016,10,5095,2173,313,47,246,0,0,0.426496565,0.061432777,0.00922473,0.04828263,0,0
National,2016,11,4111,1514,213,24,185,0,0,0.368280224,0.051812211,0.005837996,0.045001216,0,0
National,2016,12,3357,1058,198,19,185,0,0,0.315162347,0.058981233,0.005659815,0.055108728,0,0
National,2016,13,3071,807,180,33,208,0,0,0.262780853,0.05861283,0.010745685,0.067730381,0,0
National,2016,14,2403,534,135,33,173,0,0,0.222222222,0.056179775,0.013732834,0.071993342,0,0
National,2016,15,2090,383,117,16,148,0,0,0.183253589,0.055980861,0.007655502,0.070813397,0,0
National,2016,16,1816,276,127,16,158,0,0,0.151982379,0.069933921,0.008810573,0.087004405,0,0
National,2016,17,1491,167,98,5,94,0,0,0.112005366,0.0657277,0.003353454,0.063044936,0,0
National,2016,18,1125,77,59,2,80,0,0,0.068444444,0.052444444,0.001777778,0.071111111,0,0
National,2016,19,1019,53,62,2,53,0,0,0.052011776,0.060843965,0.001962709,0.052011776,0,0
National,2016,20,816,35,77,4,44,0,0,0.042892157,0.094362745,0.004901961,0.053921569,0,0
National,2016,21,639,16,44,2,30,0,0,0.025039124,0.06885759,0.00312989,0.046948357,0,0
National,2016,22,482,4,13,1,24,0,0,0.008298755,0.026970954,0.002074689,0.049792531,0,0
National,2016,23,464,5,15,1,14,0,0,0.010775862,0.032327586,0.002155172,0.030172414,0,0
National,2016,24,424,7,18,0,6,0,0,0.016509434,0.04245283,0,0.014150943,0,0
National,2016,25,320,5,22,0,10,0,0,0.015625,0.06875,0,0.03125,0,0
National,2016,26,325,3,18,3,4,0,0,0.009230769,0.055384615,0.009230769,0.012307692,0,0
National,2016,27,271,2,18,0,5,0,0,0.007380074,0.066420664,0,0.018450185,0,0
National,2016,28,291,1,21,1,3,0,0,0.003436426,0.072164948,0.003436426,0.010309278,0,0
National,2016,29,297,2,18,1,4,0,0,0.006734007,0.060606061,0.003367003,0.013468013,0,0
National,2016,30,298,2,38,0,2,1,0,0.006711409,0.127516779,0,0.006711409,0.003355705,0
National,2016,31,351,1,45,2,0,3,0,0.002849003,0.128205128,0.005698006,0,0.008547009,0
National,2016,32,351,6,28,0,1,10,0,0.017094017,0.07977208,0,0.002849003,0.028490028,0
National,2016,33,376,1,29,0,3,4,0,0.002659574,0.07712766,0,0.007978723,0.010638298,0
National,2016,34,364,5,28,0,2,0,0,0.013736264,0.076923077,0,0.005494505,0,0
National,2016,35,408,7,33,0,5,0,0,0.017156863,0.080882353,0,0.012254902,0,0
National,2016,36,400,3,45,0,6,0,0,0.0075,0.1125,0,0.015,0,0
National,2016,37,553,8,55,2,10,0,0,0.014466546,0.099457505,0.003616637,0.018083183,0,0
National,2016,38,622,6,77,0,8,0,0,0.009646302,0.123794212,0,0.012861736,0,0
National,2016,39,696,5,73,1,5,0,0,0.007183908,0.104885057,0.001436782,0.007183908,0,0
National,2016,40,898,9,87,0,1,0,0,0.010022272,0.09688196,0,0.001113586,0,0
National,2016,41,970,11,81,0,3,0,0,0.011340206,0.083505155,0,0.003092784,0,0
National,2016,42,1140,12,134,2,1,0,0,0.010526316,0.11754386,0.001754386,0.000877193,0,0
National,2016,43,1168,13,130,1,6,0,0,0.011130137,0.11130137,0.000856164,0.005136986,0,0
National,2016,44,1296,12,122,3,3,0,0,0.009259259,0.094135802,0.002314815,0.002314815,0,0
National,2016,45,1275,5,155,1,5,0,0,0.003921569,0.121568627,0.000784314,0.003921569,0,0
National,2016,46,1351,9,189,2,13,0,0,0.006661732,0.139896373,0.001480385,0.009622502,0,0
National,2016,47,1098,5,164,14,10,0,0,0.004553734,0.149362477,0.012750455,0.009107468,0,0
National,2016,48,1713,13,318,11,18,0,0,0.007589025,0.185639229,0.006421483,0.010507881,0,0
National,2016,49,1880,14,479,3,3,0,0,0.007446809,0.254787234,0.001595745,0.001595745,0,0
National,2016,50,2244,18,750,9,16,0,0,0.00802139,0.334224599,0.004010695,0.007130125,0,0
National,2016,51,2505,29,1016,11,16,0,0,0.011576846,0.405588822,0.004391218,0.006387226,0,0
National,2016,52,3287,32,1676,31,13,0,0,0.009735321,0.509887435,0.009431092,0.003954974,0,0
National,2017,1,3932,53,2067,13,19,0,0,0.013479145,0.525686673,0.003306205,0.004832146,0,0
National,2017,2,4348,49,2210,30,25,0,0,0.011269549,0.508279669,0.006899724,0.00574977,0,0
National,2017,3,4278,57,2253,24,26,0,0,0.013323983,0.526647966,0.005610098,0.006077606,0,0
National,2017,4,4568,47,2431,29,30,0,0,0.010288967,0.532180385,0.006348511,0.006567426,0,0
National,2017,5,5086,51,2596,30,50,0,0,0.010027527,0.510420763,0.005898545,0.009830908,0,0
National,2017,6,5521,71,2975,23,47,0,0,0.012859989,0.538851657,0.004165912,0.008512951,0,0
National,2017,7,5335,68,2617,17,104,0,0,0.012746017,0.490534208,0.003186504,0.019493908,0,0
National,2017,8,5065,87,2364,12,89,0,0,0.017176703,0.466732478,0.0023692,0.01757157,0,0
National,2017,9,3995,54,1492,13,102,0,0,0.013516896,0.373466834,0.003254068,0.025531915,0,0
National,2017,10,3625,50,1256,15,107,0,0,0.013793103,0.346482759,0.004137931,0.029517241,0,0
National,2017,11,3238,28,909,11,124,0,0,0.008647313,0.280728845,0.003397159,0.038295244,0,0
National,2017,12,3212,31,843,4,124,0,0,0.009651308,0.2624533,0.00124533,0.03860523,0,0
National,2017,13,3049,27,655,3,218,0,0,0.008855362,0.214824533,0.000983929,0.071498852,0,0
National,2017,14,2308,17,374,4,133,0,0,0.007365685,0.162045061,0.001733102,0.05762565,0,0
National,2017,15,1719,5,221,1,81,0,0,0.002908668,0.128563118,0.000581734,0.047120419,0,0
National,2017,16,1549,11,144,2,81,0,0,0.007101356,0.092963202,0.001291156,0.052291801,0,0
National,2017,17,1304,7,133,2,49,0,0,0.005368098,0.101993865,0.001533742,0.037576687,0,0
National,2017,18,1044,5,83,2,41,0,0,0.004789272,0.079501916,0.001915709,0.039272031,0,0
National,2017,19,889,3,97,2,36,0,0,0.003374578,0.109111361,0.002249719,0.040494938,0,0
National,2017,20,788,5,63,1,33,0,0,0.006345178,0.079949239,0.001269036,0.041878173,0,0
National,2017,21,640,6,41,0,23,0,0,0.009375,0.0640625,0,0.0359375,0,0
National,2017,22,550,1,39,0,17,0,0,0.001818182,0.070909091,0,0.030909091,0,0
National,2017,23,457,5,33,0,19,0,0,0.010940919,0.072210066,0,0.041575492,0,0
National,2017,24,398,8,43,1,9,0,0,0.020100503,0.108040201,0.002512563,0.022613065,0,0
National,2017,25,388,5,40,0,8,0,0,0.012886598,0.103092784,0,0.020618557,0,0
National,2017,26,361,5,39,1,7,0,0,0.013850416,0.108033241,0.002770083,0.019390582,0,0
National,2017,27,295,10,29,0,4,0,0,0.033898305,0.098305085,0,0.013559322,0,0
National,2017,28,347,4,31,0,11,2,0,0.011527378,0.089337176,0,0.031700288,0.005763689,0
National,2017,29,354,8,26,0,9,9,0,0.02259887,0.073446328,0,0.025423729,0.025423729,0
National,2017,30,367,7,31,4,3,0,0,0.019073569,0.084468665,0.010899183,0.008174387,0,0
National,2017,31,385,8,41,0,3,5,0,0.020779221,0.106493506,0,0.007792208,0.012987013,0
National,2017,32,373,6,42,1,7,1,0,0.016085791,0.112600536,0.002680965,0.018766756,0.002680965,0
National,2017,33,353,5,32,3,1,0,0,0.014164306,0.090651558,0.008498584,0.002832861,0,0
National,2017,34,410,6,54,2,10,0,0,0.014634146,0.131707317,0.004878049,0.024390244,0,0
National,2017,35,486,18,64,1,7,0,0,0.037037037,0.131687243,0.002057613,0.014403292,0,0
National,2017,36,469,12,105,2,3,0,0,0.025586354,0.223880597,0.004264392,0.006396588,0,0
National,2017,37,719,8,109,0,14,0,0,0.011126565,0.151599444,0,0.019471488,0,0
National,2017,38,830,2,101,3,10,17,0,0.002409639,0.121686747,0.003614458,0.012048193,0.020481928,0
National,2017,39,961,10,119,1,3,24,0,0.010405827,0.123829344,0.001040583,0.003121748,0.024973985,0
National,2017,40,1041,13,123,3,5,1,0,0.012487992,0.11815562,0.002881844,0.004803074,0.000960615,0
National,2017,41,1079,14,143,8,6,0,0,0.012974977,0.13253012,0.007414272,0.005560704,0,0
National,2017,42,1234,14,173,0,2,0,0,0.011345219,0.140194489,0,0.001620746,0,0
National,2017,43,1473,26,180,24,13,0,0,0.017651052,0.122199593,0.016293279,0.008825526,0,0
National,2017,44,1591,24,249,15,17,0,0,0.015084852,0.156505343,0.009428033,0.010685104,0,0
National,2017,45,1554,29,315,1,12,0,0,0.018661519,0.202702703,0.000643501,0.007722008,0,0
National,2017,46,1876,56,405,2,29,0,0,0.029850746,0.215884861,0.001066098,0.015458422,0,0
National,2017,47,1611,41,490,2,10,0,0,0.025450031,0.304158908,0.001241465,0.006207325,0,0
National,2017,48,2369,61,787,11,20,1,0,0.025749261,0.332207683,0.004643309,0.008442381,0.000422119,0
National,2017,49,2785,72,1055,4,31,0,0,0.025852783,0.378815081,0.001436266,0.011131059,0,0
National,2017,50,3558,137,1515,11,39,0,0,0.038504778,0.425801012,0.003091625,0.010961214,0,0
National,2017,51,4815,240,2491,19,78,0,0,0.049844237,0.517341641,0.003946002,0.016199377,0,0
National,2017,52,5424,279,2984,29,100,0,0,0.051438053,0.550147493,0.005346608,0.018436578,0,0
National,2018,1,6410,320,3295,39,165,0,0,0.049921997,0.514040562,0.006084243,0.02574103,0,0
National,2018,2,6919,393,3336,70,163,0,0,0.056800116,0.4821506,0.010117069,0.023558318,0,0
National,2018,3,6293,406,2727,50,189,0,0,0.064516129,0.43333863,0.007945336,0.03003337,0,0
National,2018,4,6923,540,2749,38,231,0,0,0.078000867,0.39708219,0.00548895,0.033367037,0,0
National,2018,5,7056,542,2494,41,306,0,0,0.076814059,0.35345805,0.005810658,0.043367347,0,0
National,2018,6,6492,544,2040,32,329,0,0,0.083795441,0.314232902,0.004929144,0.050677757,0,0
National,2018,7,5508,495,1511,24,251,0,0,0.089869281,0.27432825,0.004357298,0.04557008,0,0
National,2018,8,4546,306,1073,19,245,0,0,0.067311923,0.236031676,0.004179498,0.053893533,0,0
National,2018,9,3580,246,588,12,204,0,0,0.068715084,0.16424581,0.003351955,0.05698324,0,0
National,2018,10,3057,144,411,25,172,0,0,0.047105005,0.134445535,0.008177952,0.056264311,0,0
National,2018,11,2529,188,277,25,174,0,0,0.074337683,0.109529458,0.00988533,0.068801898,0,0
National,2018,12,2248,120,234,10,129,0,0,0.053380783,0.104092527,0.004448399,0.057384342,0,0
National,2018,13,1965,132,220,8,107,0,0,0.067175573,0.111959288,0.004071247,0.054452926,0,0
National,2018,14,1906,120,163,7,72,0,0,0.062959077,0.085519412,0.003672613,0.037775446,0,0
National,2018,15,1481,101,102,2,54,0,0,0.068197164,0.068872384,0.001350439,0.03646185,0,0
National,2018,16,1174,51,86,0,45,0,0,0.043441227,0.073253833,0,0.038330494,0,0
National,2018,17,1028,56,53,1,53,0,0,0.054474708,0.05155642,0.000972763,0.05155642,0,0
National,2018,18,831,40,31,2,23,0,0,0.048134777,0.037304452,0.002406739,0.027677497,0,0
National,2018,19,599,16,20,0,8,0,0,0.026711185,0.033388982,0,0.013355593,0,0
National,2018,20,464,16,10,0,10,0,0,0.034482759,0.021551724,0,0.021551724,0,0
National,2018,21,344,18,6,0,8,0,0,0.052325581,0.01744186,0,0.023255814,0,0
National,2018,22,265,8,5,0,2,0,0,0.030188679,0.018867925,0,0.00754717,0,0
National,2018,23,286,7,3,0,3,0,0,0.024475524,0.01048951,0,0.01048951,0,0
National,2018,24,283,6,3,0,2,0,0,0.021201413,0.010600707,0,0.007067138,0,0
National,2018,25,213,1,3,0,0,1,0,0.004694836,0.014084507,0,0,0.004694836,0
National,2018,26,197,2,6,0,0,0,0,0.010152284,0.030456853,0,0,0,0
National,2018,27,131,9,5,0,1,0,0,0.06870229,0.038167939,0,0.007633588,0,0
National,2018,28,176,8,9,0,1,0,0,0.045454545,0.051136364,0,0.005681818,0,0
National,2018,29,174,15,5,0,3,0,0,0.086206897,0.028735632,0,0.017241379,0,0
National,2018,30,243,9,3,4,0,0,0,0.037037037,0.012345679,0.016460905,0,0,0
National,2018,31,185,7,10,3,0,0,0,0.037837838,0.054054054,0.016216216,0,0,0
National,2018,32,164,6,8,5,1,0,0,0.036585366,0.048780488,0.030487805,0.006097561,0,0
National,2018,33,181,5,9,6,1,0,0,0.027624309,0.049723757,0.033149171,0.005524862,0,0
National,2018,34,259,17,20,6,1,0,0,0.065637066,0.077220077,0.023166023,0.003861004,0,0
National,2018,35,258,10,6,0,0,0,0,0.03875969,0.023255814,0,0,0,0
National,2018,36,351,17,17,0,1,0,0,0.048433048,0.048433048,0,0.002849003,0,0
National,2018,37,446,29,14,0,0,0,0,0.065022422,0.031390135,0,0,0,0
National,2018,38,535,22,17,2,2,0,0,0.041121495,0.031775701,0.003738318,0.003738318,0,0
National,2018,39,561,20,13,0,0,0,0,0.035650624,0.023172906,0,0,0,0
National,2018,40,801,29,11,8,0,0,0,0.036204744,0.013732834,0.009987516,0,0,0
National,2018,41,918,52,11,8,5,0,0,0.05664488,0.011982571,0.008714597,0.005446623,0,0
National,2018,42,1110,52,22,13,1,0,0,0.046846847,0.01981982,0.011711712,0.000900901,0,0
National,2018,43,1113,76,35,3,3,0,0,0.068283917,0.031446541,0.002695418,0.002695418,0,0
National,2018,44,1247,84,23,3,1,0,0,0.067361668,0.018444266,0.002405774,0.000801925,0,0
National,2018,45,1339,117,27,15,5,0,0,0.087378641,0.020164302,0.01120239,0.00373413,0,0
National,2018,46,1426,148,41,12,0,0,0,0.103786816,0.028751753,0.008415147,0,0,0
National,2018,47,1129,215,54,10,1,0,0,0.190434012,0.047829938,0.008857396,0.00088574,0,0
National,2018,48,1704,326,64,12,1,0,0,0.191314554,0.037558685,0.007042254,0.000586854,0,0
National,2018,49,1728,361,90,14,7,0,0,0.208912037,0.052083333,0.008101852,0.004050926,0,0
National,2018,50,2200,675,166,20,3,0,0,0.306818182,0.075454545,0.009090909,0.001363636,0,0
National,2018,51,2674,1115,248,79,9,0,0,0.41697831,0.092744951,0.029543755,0.003365744,0,0
National,2018,52,2568,1243,274,113,7,0,0,0.484034268,0.106697819,0.044003115,0.002725857,0,0
National,2019,1,2901,1182,305,162,6,0,0,0.407445708,0.10513616,0.055842813,0.002068252,0,0
National,2019,2,3287,1430,233,100,12,0,0,0.435047155,0.070885306,0.030422878,0.003650745,0,0
National,2019,3,3330,1475,367,120,9,0,0,0.442942943,0.11021021,0.036036036,0.002702703,0,0
National,2019,4,3553,1549,513,117,19,0,0,0.435969603,0.144385027,0.032929918,0.005347594,0,0
National,2019,5,4166,1678,807,74,11,0,0,0.402784446,0.193710994,0.017762842,0.002640422,0,0
National,2019,6,4895,1878,1201,77,18,0,0,0.383656793,0.2453524,0.015730337,0.003677222,0,0
National,2019,7,4753,1703,1305,63,23,0,0,0.358300021,0.274563434,0.013254786,0.004839049,0,0
National,2019,8,4787,1481,1501,79,57,0,0,0.30937957,0.313557552,0.016503029,0.011907249,0,0
National,2019,9,4988,1377,1783,83,38,0,0,0.27606255,0.357457899,0.016639936,0.007618284,0,0
National,2019,10,4834,1292,1829,70,57,0,0,0.26727348,0.378361605,0.014480761,0.011791477,0,0
National,2019,11,4521,1051,1826,48,51,0,0,0.232470692,0.403892944,0.01061712,0.01128069,0,0
National,2019,12,3838,745,1402,27,75,0,0,0.194111516,0.365294424,0.007034914,0.019541428,0,0
National,2019,13,3010,472,1110,30,105,0,0,0.156810631,0.368770764,0.009966777,0.034883721,0,0
National,2019,14,2646,336,887,21,96,0,0,0.126984127,0.335222978,0.007936508,0.036281179,0,0
National,2019,15,2142,217,660,9,79,0,0,0.10130719,0.308123249,0.004201681,0.036881419,0,0
National,2019,16,1494,130,354,7,25,0,0,0.087014726,0.236947791,0.004685408,0.016733601,0,0
National,2019,17,1251,88,218,4,67,0,0,0.070343725,0.174260592,0.003197442,0.053557154,0,0
National,2019,18,1043,65,158,6,13,0,0,0.06232023,0.151486098,0.005752637,0.012464046,0,0
National,2019,19,847,45,94,14,22,0,0,0.053128689,0.110979929,0.016528926,0.025974026,0,0
National,2019,20,803,43,82,3,11,0,0,0.053549191,0.102117061,0.00373599,0.01369863,0,0
National,2019,21,553,29,67,4,3,0,0,0.05244123,0.121157324,0.007233273,0.005424955,0,0
National,2019,22,571,23,55,4,20,0,0,0.04028021,0.096322242,0.007005254,0.03502627,0,0
National,2019,23,502,25,54,4,19,0,0,0.049800797,0.107569721,0.007968127,0.037848606,0,0
National,2019,24,438,21,57,7,6,0,0,0.047945205,0.130136986,0.015981735,0.01369863,0,0
National,2019,25,394,19,52,2,9,0,0,0.04822335,0.131979695,0.005076142,0.02284264,0,0
National,2019,26,387,21,48,2,4,0,0,0.054263566,0.124031008,0.005167959,0.010335917,0,0
National,2019,27,363,29,41,3,3,0,0,0.079889807,0.112947658,0.008264463,0.008264463,0,0
National,2019,28,401,10,42,1,2,0,0,0.024937656,0.104738155,0.002493766,0.004987531,0,0
National,2019,29,323,12,55,4,1,0,0,0.037151703,0.170278638,0.012383901,0.003095975,0,0
National,2019,30,296,19,29,2,3,0,0,0.064189189,0.097972973,0.006756757,0.010135135,0,0
National,2019,31,336,14,30,2,1,0,0,0.041666667,0.089285714,0.005952381,0.00297619,0,0
National,2019,32,295,7,33,0,1,0,0,0.023728814,0.111864407,0,0.003389831,0,0
National,2019,33,344,20,34,3,0,0,0,0.058139535,0.098837209,0.00872093,0,0,0
National,2019,34,356,19,38,1,2,0,0,0.053370787,0.106741573,0.002808989,0.005617978,0,0
National,2019,35,371,14,34,4,6,0,0,0.037735849,0.091644205,0.010781671,0.016172507,0,0
National,2019,36,453,16,54,9,1,0,0,0.035320088,0.119205298,0.01986755,0.002207506,0,0
National,2019,37,595,12,69,14,2,0,0,0.020168067,0.115966387,0.023529412,0.003361345,0,0
National,2019,38,770,27,59,10,5,0,0,0.035064935,0.076623377,0.012987013,0.006493506,0,0
National,2019,39,798,18,60,18,7,0,0,0.022556391,0.07518797,0.022556391,0.00877193,0,0
National,2019,40,987,25,57,21,7,0,0,0.025329281,0.05775076,0.021276596,0.007092199,0,0
National,2019,41,1101,33,64,22,7,0,0,0.029972752,0.058128974,0.019981835,0.006357856,0,0
National,2019,42,1256,36,82,24,13,0,0,0.02866242,0.065286624,0.01910828,0.010350318,0,0
National,2019,43,1494,53,78,48,20,0,0,0.035475234,0.052208835,0.032128514,0.013386881,0,0
National,2019,44,1597,52,61,83,39,0,0,0.032561052,0.038196619,0.051972448,0.024420789,0,0
National,2019,45,2347,122,74,205,74,0,0,0.051981253,0.031529612,0.087345548,0.031529612,0,0
National,2019,46,2208,149,58,146,89,0,0,0.067481884,0.026268116,0.066123188,0.040307971,0,0
National,2019,47,2808,258,78,173,173,0,0,0.091880342,0.027777778,0.061609687,0.061609687,0,0
National,2019,48,2359,369,83,92,141,0,0,0.156422213,0.0351844,0.038999576,0.059771089,0,0
National,2019,49,3259,513,83,86,195,0,0,0.157410249,0.025467935,0.026388463,0.059834305,0,0
National,2019,50,3504,620,78,41,311,0,0,0.176940639,0.022260274,0.011700913,0.088755708,0,0
National,2019,51,4014,915,52,52,276,0,0,0.227952167,0.012954659,0.012954659,0.068759342,0,0
National,2019,52,4214,1210,88,27,348,0,0,0.287138111,0.020882772,0.006407214,0.08258187,0,0
National,2020,1,4240,1262,101,45,189,0,0,0.297641509,0.023820755,0.010613208,0.044575472,0,0
National,2020,2,4531,1338,86,34,223,0,0,0.295299051,0.018980358,0.007503862,0.049216508,0,0
National,2020,3,4932,1598,73,56,252,0,0,0.324006488,0.014801298,0.01135442,0.051094891,0,0
National,2020,4,5000,1769,79,37,256,0,0,0.3538,0.0158,0.0074,0.0512,0,0
National,2020,5,6124,2366,92,50,309,0,0,0.386348792,0.015022861,0.008164598,0.050457218,0,0
National,2020,6,5665,2355,91,64,288,0,0,0.415710503,0.016063548,0.01129744,0.050838482,0,0
National,2020,7,5035,2052,65,129,280,0,0,0.40754717,0.012909633,0.025620655,0.055610725,0,0
National,2020,8,4344,1752,76,119,169,0,0,0.403314917,0.017495396,0.027394107,0.038904236,0,0
National,2020,9,3972,1667,63,50,141,0,0,0.419687815,0.015861027,0.012588117,0.035498489,0,0
National,2020,10,4156,1612,73,65,132,0,0,0.387872955,0.017564966,0.015640038,0.031761309,0,0
National,2020,11,3615,1138,74,52,93,0,0,0.314799447,0.020470263,0.014384509,0.025726141,0,0
National,2020,12,2865,444,30,23,50,0,0,0.154973822,0.010471204,0.008027923,0.017452007,0,0
National,2020,13,2150,100,7,8,34,0,0,0.046511628,0.003255814,0.00372093,0.015813953,0,0
National,2020,14,1479,37,1,4,7,0,0,0.025016903,0.000676133,0.00270453,0.004732928,0,0
National,2020,15,1024,28,0,3,4,0,0,0.02734375,0,0.002929688,0.00390625,0,0
National,2020,16,887,19,0,0,3,0,0,0.021420519,0,0,0.003382187,0,0
National,2020,17,826,26,0,0,4,0,0,0.031476998,0,0,0.004842615,0,0
National,2020,18,750,23,0,1,2,0,0,0.030666667,0,0.001333333,0.002666667,0,0
National,2020,19,661,26,1,0,2,0,0,0.039334342,0.001512859,0,0.003025719,0,0
National,2020,20,688,24,0,0,3,0,0,0.034883721,0,0,0.004360465,0,0
National,2020,21,555,0,0,1,0,0,0,0,0,0.001801802,0,0,0
National,2020,22,533,2,0,1,1,0,0,0.003752345,0,0.001876173,0.001876173,0,0
National,2020,23,362,0,0,0,2,0,0,0,0,0,0.005524862,0,0
National,2020,24,351,1,0,1,3,0,0,0.002849003,0,0.002849003,0.008547009,0,0
National,2020,25,401,0,0,0,0,0,0,0,0,0,0,0,0
National,2020,26,215,0,0,3,0,0,0,0,0,0.013953488,0,0,0
National,2020,27,201,0,0,0,0,1,0,0,0,0,0,0.004975124,0
National,2020,28,265,0,0,1,1,0,0,0,0,0.003773585,0.003773585,0,0
National,2020,29,258,0,0,0,0,0,0,0,0,0,0,0,0
National,2020,30,260,0,0,2,0,0,0,0,0,0.007692308,0,0,0
National,2020,31,209,0,0,0,0,0,0,0,0,0,0,0,0
National,2020,32,186,0,0,0,0,0,0,0,0,0,0,0,0
National,2020,33,133,0,0,0,1,0,0,0,0,0,0.007518797,0,0
National,2020,34,221,0,0,0,0,0,0,0,0,0,0,0,0
National,2020,35,2357,0,0,0,0,0,0,0,0,0,0,0,0
National,2020,36,2577,0,0,2,1,0,0,0,0,0.000776096,0.000388048,0,0
National,2020,37,159,0,1,0,0,0,0,0,0.006289308,0,0,0,0
National,2020,38,217,0,0,1,0,0,0,0,0,0.004608295,0,0,0
National,2020,39,2801,0,0,1,0,0,0,0,0,0.000357015,0,0,0
National,2020,40,11625,0,0,3,2,0,0,0,0,0.000258065,0.000172043,0,0
National,2020,41,12238,3,2,3,5,0,0,0.000245138,0.000163425,0.000245138,0.000408563,0,0
National,2020,42,11400,0,1,4,5,0,0,0,8.77E-05,0.000350877,0.000438596,0,0
National,2020,43,15744,1,1,11,4,0,0,6.35E-05,6.35E-05,0.000698679,0.000254065,0,0
National,2020,44,20424,0,1,7,13,0,0,0,4.90E-05,0.000342734,0.000636506,0,0
National,2020,45,26500,0,1,6,9,0,0,0,3.77E-05,0.000226415,0.000339623,0,0
National,2020,46,25765,3,4,6,5,0,0,0.000116437,0.000155249,0.000232874,0.000194062,0,0
National,2020,47,19256,0,3,0,2,0,0,0,0.000155796,0,0.000103864,0,0
