REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),A_not_determined,B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H1),A (H3),CTR_A (Subtyping not Performed),CTR_A (Unable to Subtype),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,X,1997,40,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,1997,41,1513,0.727032,0,0,0,11,0,11,0,0,0,0,0,0,0.007270324,0,0.007270324,0,0,0
National,X,1997,42,1552,1.09536,0,0,3,13,0,13,1,0,0,0,0,0.00193299,0.008376289,0,0.008376289,0.00064433,0,0
National,X,1997,43,1669,0.419413,0,0,0,7,0,7,0,0,0,0,0,0,0.004194128,0,0.004194128,0,0,0
National,X,1997,44,1897,0.527148,0,0,9,1,0,1,0,0,0,0,0,0.004744333,0.000527148,0,0.000527148,0,0,0
National,X,1997,45,2106,0.2849,0,0,0,6,0,6,0,0,0,0,0,0,0.002849003,0,0.002849003,0,0,0
National,X,1997,46,2204,0.362976,0,0,3,4,0,4,1,0,0,0,0,0.001361162,0.001814882,0,0.001814882,0.000453721,0,0
National,X,1997,47,2533,0.908014,0,0,5,17,0,17,1,0,0,0,0,0.001973944,0.006711409,0,0.006711409,0.000394789,0,0
National,X,1997,48,2242,1.65031,0,0,14,22,0,22,1,0,0,0,0,0.006244425,0.009812667,0,0.009812667,0.00044603,0,0
National,X,1997,49,2607,1.53433,0,0,11,28,0,28,1,0,0,0,0,0.004219409,0.010740315,0,0.010740315,0.000383583,0,0
National,X,1997,50,3086,3.17563,0,0,37,59,0,59,2,0,0,0,0,0.011989631,0.0191186,0,0.0191186,0.000648088,0,0
National,X,1997,51,3410,7.1261,0,0,84,159,0,159,0,0,0,0,0,0.024633431,0.046627566,0,0.046627566,0,0,0
National,X,1997,52,3349,12.6008,0,0,111,311,0,311,0,0,0,0,0,0.033144222,0.092863541,0,0.092863541,0,0,0
National,X,1997,53,4402,17.9464,0,1,161,627,0,627,1,0,0,0,0.000227169,0.036574284,0.142435257,0,0.142435257,0.000227169,0,0
National,X,1998,1,5294,19.3049,0,0,211,808,0,808,3,0,0,0,0,0.039856441,0.152625614,0,0.152625614,0.000566679,0,0
National,X,1998,2,5501,20.9235,0,3,281,863,0,863,4,0,0,0,0.000545355,0.051081622,0.156880567,0,0.156880567,0.000727141,0,0
National,X,1998,3,6196,25.6133,0,1,453,1132,0,1132,1,0,0,0,0.000161394,0.073111685,0.182698515,0,0.182698515,0.000161394,0,0
National,X,1998,4,6730,28.0684,0,0,589,1299,0,1299,1,0,0,0,0,0.087518574,0.193016345,0,0.193016345,0.000148588,0,0
National,X,1998,5,6288,26.7176,0,0,413,1266,0,1266,1,0,0,0,0,0.065680662,0.201335878,0,0.201335878,0.000159033,0,0
National,X,1998,6,5867,24.3736,0,1,363,1061,0,1061,5,0,0,0,0.000170445,0.061871485,0.180841998,0,0.180841998,0.000852224,0,0
National,X,1998,7,4904,20.1264,0,0,226,757,0,757,4,0,0,0,0,0.046084829,0.154363785,0,0.154363785,0.000815661,0,0
National,X,1998,8,3975,14.239,0,0,93,469,0,469,4,0,0,0,0,0.023396226,0.117987421,0,0.117987421,0.001006289,0,0
National,X,1998,9,3169,9.6876,0,0,63,241,0,241,3,0,0,0,0,0.019880088,0.076049227,0,0.076049227,0.000946671,0,0
National,X,1998,10,2658,7.5997,0,0,47,149,0,149,6,0,0,0,0,0.017682468,0.056057186,0,0.056057186,0.002257336,0,0
National,X,1998,11,2234,5.41629,0,0,30,86,0,86,5,0,0,0,0,0.013428827,0.038495971,0,0.038495971,0.002238138,0,0
National,X,1998,12,2048,4.10156,0,0,12,66,0,66,6,0,0,0,0,0.005859375,0.032226563,0,0.032226563,0.002929688,0,0
National,X,1998,13,1683,2.79263,0,0,11,29,0,29,7,0,0,0,0,0.006535948,0.017231135,0,0.017231135,0.004159239,0,0
National,X,1998,14,1532,2.21932,0,0,6,22,0,22,6,0,0,0,0,0.003916449,0.014360313,0,0.014360313,0.003916449,0,0
National,X,1998,15,1357,2.87399,0,0,0,27,0,27,12,0,0,0,0,0,0.019896831,0,0.019896831,0.008843036,0,0
National,X,1998,16,1421,1.47783,0,0,1,16,0,16,4,0,0,0,0,0.00070373,0.011259676,0,0.011259676,0.002814919,0,0
National,X,1998,17,1236,1.2945,0,0,1,9,0,9,6,0,0,0,0,0.000809061,0.007281553,0,0.007281553,0.004854369,0,0
National,X,1998,18,1142,1.40105,0,0,3,8,0,8,5,0,0,0,0,0.00262697,0.007005254,0,0.007005254,0.004378284,0,0
National,X,1998,19,1038,0.867052,0,0,0,5,0,5,4,0,0,0,0,0,0.004816956,0,0.004816956,0.003853565,0,0
National,X,1998,20,938,0.959488,0,0,0,2,0,2,7,0,0,0,0,0,0.002132196,0,0.002132196,0.007462687,0,0
National,X,1998,21,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,22,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,23,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,24,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,25,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,26,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,27,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,28,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,29,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,30,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,31,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,32,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,33,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,35,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,36,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,37,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,38,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,39,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1998,40,1407,0.142146,0,0,2,0,0,0,0,0,0,0,0,0.001421464,0,0,0,0,0,0
National,X,1998,41,1453,0.344116,0,0,4,1,0,1,0,0,0,0,0,0.002752925,0.000688231,0,0.000688231,0,0,0
National,X,1998,42,1654,0.181378,0,1,0,2,0,2,0,0,0,0,0.000604595,0,0.00120919,0,0.00120919,0,0,0
National,X,1998,43,1814,0.330761,0,0,1,0,0,0,5,0,0,0,0,0.000551268,0,0,0,0.00275634,0,0
National,X,1998,44,2051,0.877621,0,0,12,6,0,6,0,0,0,0,0,0.005850804,0.002925402,0,0.002925402,0,0,0
National,X,1998,45,2222,0.630063,0,0,5,5,0,5,4,0,0,0,0,0.002250225,0.002250225,0,0.002250225,0.00180018,0,0
National,X,1998,46,2051,0.390054,0,0,4,0,0,0,4,0,0,0,0,0.001950268,0,0,0,0.001950268,0,0
National,X,1998,47,1809,0.939746,0,0,5,4,0,4,8,0,0,0,0,0.002763958,0.002211166,0,0.002211166,0.004422333,0,0
National,X,1998,48,2397,1.16813,0,0,11,6,0,6,11,0,0,0,0,0.00458907,0.002503129,0,0.002503129,0.00458907,0,0
National,X,1998,49,2432,1.85033,0,0,9,15,0,15,21,0,0,0,0,0.003700658,0.006167763,0,0.006167763,0.008634868,0,0
National,X,1998,50,2428,1.72982,0,1,12,15,0,15,14,0,0,0,0.000411862,0.004942339,0.006177924,0,0.006177924,0.005766063,0,0
National,X,1998,51,2207,3.76076,0,0,21,35,0,35,27,0,0,0,0,0.009515179,0.015858632,0,0.015858632,0.012233802,0,0
National,X,1998,52,2706,5.91279,0,1,47,81,0,81,31,0,0,0,0.000369549,0.01736881,0.029933481,0,0.029933481,0.011456024,0,0
National,X,1999,1,3524,9.39274,0,0,72,183,0,183,76,0,0,0,0,0.020431328,0.051929625,0,0.051929625,0.021566402,0,0
National,X,1999,2,3889,14.7596,0,1,151,311,0,311,111,0,0,0,0.000257136,0.038827462,0.079969144,0,0.079969144,0.028542042,0,0
National,X,1999,3,4262,20.2956,0,1,193,518,0,518,153,0,0,0,0.000234632,0.045283904,0.121539183,0,0.121539183,0.035898639,0,0
National,X,1999,4,5210,22.0729,0,1,222,658,0,658,269,0,0,0,0.000191939,0.042610365,0.126295585,0,0.126295585,0.051631478,0,0
National,X,1999,5,6143,27.3156,0,1,351,926,0,926,400,0,0,0,0.000162787,0.057138206,0.15074068,0,0.15074068,0.065114765,0,0
National,X,1999,6,6574,28.2933,0,2,317,1134,0,1134,407,0,0,0,0.000304229,0.048220262,0.172497718,0,0.172497718,0.061910557,0,0
National,X,1999,7,6723,25.5094,0,9,262,1065,0,1065,379,0,0,0,0.001338688,0.038970698,0.158411423,0,0.158411423,0.056373643,0,0
National,X,1999,8,6616,25.2267,0,1,250,1052,0,1052,366,0,0,0,0.000151149,0.037787183,0.159008464,0,0.159008464,0.055320435,0,0
National,X,1999,9,5933,23.3777,0,1,184,868,0,868,334,0,0,0,0.000168549,0.031012978,0.146300354,0,0.146300354,0.056295297,0,0
National,X,1999,10,4289,20.5875,0,2,137,528,0,528,216,0,0,0,0.000466309,0.031942178,0.123105619,0,0.123105619,0.05036139,0,0
National,X,1999,11,4014,15.6203,0,5,100,346,0,346,176,0,0,0,0.00124564,0.024912805,0.086198306,0,0.086198306,0.043846537,0,0
National,X,1999,12,3242,14.3122,0,1,78,264,0,264,121,0,0,0,0.000308452,0.024059223,0.081431215,0,0.081431215,0.03732264,0,0
National,X,1999,13,2712,8.25959,0,0,42,121,0,121,61,0,0,0,0,0.015486726,0.044616519,0,0.044616519,0.022492625,0,0
National,X,1999,14,2222,7.92079,0,1,27,110,0,110,38,0,0,0,0.000450045,0.012151215,0.04950495,0,0.04950495,0.01710171,0,0
National,X,1999,15,1721,6.44974,0,1,15,75,0,75,20,0,0,0,0.000581058,0.008715863,0.043579314,0,0.043579314,0.01162115,0,0
National,X,1999,16,1368,2.63158,0,0,11,17,0,17,8,0,0,0,0,0.008040936,0.012426901,0,0.012426901,0.005847953,0,0
National,X,1999,17,1108,2.52708,0,0,5,20,0,20,3,0,0,0,0,0.004512635,0.018050542,0,0.018050542,0.002707581,0,0
National,X,1999,18,982,1.73116,0,0,3,10,0,10,4,0,0,0,0,0.00305499,0.010183299,0,0.010183299,0.00407332,0,0
National,X,1999,19,801,1.1236,0,0,0,5,0,5,4,0,0,0,0,0,0.006242197,0,0.006242197,0.004993758,0,0
National,X,1999,20,618,1.13269,0,0,0,6,0,6,1,0,0,0,0,0,0.009708738,0,0.009708738,0.001618123,0,0
National,X,1999,21,239,2.92887,0,0,0,7,0,7,0,0,0,0,0,0,0.029288703,0,0.029288703,0,0,0
National,X,1999,22,97,1.03093,0,0,0,1,0,1,0,0,0,0,0,0,0.010309278,0,0.010309278,0,0,0
National,X,1999,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,1999,24,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,25,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,26,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,27,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,28,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,29,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,30,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,31,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,32,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,33,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,35,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,36,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,37,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,38,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,39,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,1999,40,1687,1.06698,0,0,11,7,0,7,0,0,0,0,0,0.006520451,0.004149378,0,0.004149378,0,0,0
National,X,1999,41,1883,1.06213,0,0,10,9,0,9,1,0,0,0,0,0.005310674,0.004779607,0,0.004779607,0.000531067,0,0
National,X,1999,42,2097,2.2413,0,0,18,26,0,26,3,0,0,0,0,0.008583691,0.012398665,0,0.012398665,0.001430615,0,0
National,X,1999,43,2162,2.63645,0,0,31,26,0,26,0,0,0,0,0,0.014338575,0.012025902,0,0.012025902,0,0,0
National,X,1999,44,2454,3.91198,0,0,60,34,0,34,2,0,0,0,0,0.024449878,0.013854931,0,0.013854931,0.000814996,0,0
National,X,1999,45,2576,5.74534,0,0,82,66,0,66,0,0,0,0,0,0.031832298,0.025621118,0,0.025621118,0,0,0
National,X,1999,46,2862,8.07128,0,0,137,94,0,94,0,0,0,0,0,0.047868623,0.032844165,0,0.032844165,0,0,0
National,X,1999,47,2709,10.5574,0,0,131,154,0,154,1,0,0,0,0,0.048357327,0.056847545,0,0.056847545,0.00036914,0,0
National,X,1999,48,3845,13.7061,0,0,207,320,0,320,0,0,0,0,0,0.053836151,0.083224967,0,0.083224967,0,0,0
National,X,1999,49,4422,19.109,0,2,189,653,0,653,1,0,0,0,0.000452284,0.042740841,0.147670737,0,0.147670737,0.000226142,0,0
National,X,1999,50,5597,23.3339,0,1,284,1017,0,1017,4,0,0,0,0.000178667,0.050741469,0.181704485,0,0.181704485,0.000714669,0,0
National,X,1999,51,5575,30.9596,0,2,341,1382,0,1382,1,0,0,0,0.000358744,0.061165919,0.247892377,0,0.247892377,0.000179372,0,0
National,X,1999,52,7323,29.3732,0,3,376,1768,0,1768,4,0,0,0,0.000409668,0.051345077,0.241431107,0,0.241431107,0.000546224,0,0
National,X,2000,1,8423,24.9674,0,2,378,1722,0,1722,1,0,0,0,0.000237445,0.044877122,0.204440223,0,0.204440223,0.000118723,0,0
National,X,2000,2,7722,21.3028,0,0,464,1179,0,1179,2,0,0,0,0,0.06008806,0.152680653,0,0.152680653,0.000259,0,0
National,X,2000,3,6242,16.7254,0,2,302,737,0,737,3,0,0,0,0.00032041,0.048381929,0.118071131,0,0.118071131,0.000480615,0,0
National,X,2000,4,5482,12.6779,0,3,244,443,0,443,5,0,0,0,0.000547246,0.044509303,0.080809923,0,0.080809923,0.000912076,0,0
National,X,2000,5,4550,10.6593,0,10,153,321,0,321,1,0,0,0,0.002197802,0.033626374,0.070549451,0,0.070549451,0.00021978,0,0
National,X,2000,6,4059,10.1503,0,7,126,275,0,275,4,0,0,0,0.001724563,0.031042129,0.067750678,0,0.067750678,0.000985464,0,0
National,X,2000,7,3523,7.46523,0,10,69,178,0,178,6,0,0,0,0.00283849,0.01958558,0.050525121,0,0.050525121,0.001703094,0,0
National,X,2000,8,3142,6.36537,0,18,41,132,0,132,9,0,0,0,0.005728835,0.013049013,0.042011458,0,0.042011458,0.002864418,0,0
National,X,2000,9,2698,3.70645,0,9,26,60,0,60,5,0,0,0,0.003335804,0.009636768,0.022238695,0,0.022238695,0.001853225,0,0
National,X,2000,10,2195,3.41686,0,22,18,29,0,29,6,0,0,0,0.010022779,0.008200456,0.013211845,0,0.013211845,0.002733485,0,0
National,X,2000,11,1960,2.70408,0,19,7,22,0,22,5,0,0,0,0.009693878,0.003571429,0.01122449,0,0.01122449,0.00255102,0,0
National,X,2000,12,1879,1.75625,0,13,1,16,0,16,3,0,0,0,0.006918574,0.000532198,0.008515168,0,0.008515168,0.001596594,0,0
National,X,2000,13,1708,1.22951,0,7,3,8,0,8,3,0,0,0,0.004098361,0.00175644,0.004683841,0,0.004683841,0.00175644,0,0
National,X,2000,14,1506,1.26162,0,6,1,8,0,8,4,0,0,0,0.003984064,0.000664011,0.005312085,0,0.005312085,0.002656042,0,0
National,X,2000,15,1294,1.70015,0,9,0,8,0,8,5,0,0,0,0.006955178,0,0.00618238,0,0.00618238,0.003863988,0,0
National,X,2000,16,1212,1.89769,0,3,5,10,0,10,5,0,0,0,0.002475248,0.004125413,0.008250825,0,0.008250825,0.004125413,0,0
National,X,2000,17,1108,1.44404,0,3,0,9,0,9,4,0,0,0,0.002707581,0,0.008122744,0,0.008122744,0.003610108,0,0
National,X,2000,18,1061,0.942507,0,2,0,2,0,2,6,0,0,0,0.001885014,0,0.001885014,0,0.001885014,0.005655042,0,0
National,X,2000,19,947,0.211193,0,0,0,1,0,1,1,0,0,0,0,0,0.001055966,0,0.001055966,0.001055966,0,0
National,X,2000,20,865,0.231214,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.002312139,0,0
National,X,2000,21,772,0.777202,0,2,0,2,0,2,2,0,0,0,0.002590674,0,0.002590674,0,0.002590674,0.002590674,0,0
National,X,2000,22,620,0.483871,0,1,0,2,0,2,0,0,0,0,0.001612903,0,0.003225806,0,0.003225806,0,0,0
National,X,2000,23,666,0.45045,0,0,0,1,0,1,2,0,0,0,0,0,0.001501502,0,0.001501502,0.003003003,0,0
National,X,2000,24,680,0.147059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001470588,0,0
National,X,2000,25,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2000,26,551,0.181488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001814882,0,0
National,X,2000,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2000,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2000,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2000,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2000,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2000,32,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,33,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,34,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,35,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,36,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,37,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,38,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,39,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
National,X,2000,40,1387,0.0720981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000720981,0,0
National,X,2000,41,1490,0.268456,0,2,0,2,0,2,0,0,0,0,0.001342282,0,0.001342282,0,0.001342282,0,0,0
National,X,2000,42,1691,0.236546,0,1,0,1,0,1,2,0,0,0,0.000591366,0,0.000591366,0,0.000591366,0.001182732,0,0
National,X,2000,43,1683,0.831848,0,7,3,2,0,2,2,0,0,0,0.004159239,0.001782531,0.001188354,0,0.001188354,0.001188354,0,0
National,X,2000,44,1964,0.814664,0,10,1,2,0,2,3,0,0,0,0.00509165,0.000509165,0.00101833,0,0.00101833,0.001527495,0,0
National,X,2000,45,1862,1.98711,0,24,1,5,0,5,7,0,0,0,0.012889366,0.000537057,0.002685285,0,0.002685285,0.003759398,0,0
National,X,2000,46,2183,1.96977,0,17,1,12,0,12,13,0,0,0,0.007787448,0.000458085,0.005497022,0,0.005497022,0.005955108,0,0
National,X,2000,47,2201,3.49841,0,20,2,31,0,31,24,0,0,0,0.009086779,0.000908678,0.014084507,0,0.014084507,0.010904134,0,0
National,X,2000,48,2505,3.91218,0,31,1,30,0,30,36,0,0,0,0.01237525,0.000399202,0.011976048,0,0.011976048,0.014371257,0,0
National,X,2000,49,2841,5.66702,0,51,3,66,0,66,41,0,0,0,0.017951426,0.001055966,0.023231257,0,0.023231257,0.014431538,0,0
National,X,2000,50,3275,6.90076,0,61,3,107,0,107,55,0,0,0,0.018625954,0.000916031,0.032671756,0,0.032671756,0.016793893,0,0
National,X,2000,51,3370,11.6914,0,114,2,175,0,175,103,0,0,0,0.033827893,0.000593472,0.051928783,0,0.051928783,0.030563798,0,0
National,X,2000,52,3310,13.8671,0,118,0,209,0,209,132,0,0,0,0.035649547,0,0.063141994,0,0.063141994,0.039879154,0,0
National,X,2001,1,3821,13.3735,0,147,5,192,0,192,167,0,0,0,0.038471604,0.001308558,0.050248626,0,0.050248626,0.043705836,0,0
National,X,2001,2,4563,17.7953,0,203,5,329,0,329,275,0,0,0,0.044488275,0.00109577,0.072101687,0,0.072101687,0.060267368,0,0
National,X,2001,3,5121,22.1051,0,257,2,500,0,500,373,0,0,0,0.050185511,0.000390549,0.09763718,0,0.09763718,0.072837336,0,0
National,X,2001,4,5729,23.2152,0,286,5,550,0,550,489,0,0,0,0.049921452,0.000872753,0.096002793,0,0.096002793,0.08535521,0,0
National,X,2001,5,5914,20.9334,0,258,1,455,0,455,524,0,0,0,0.043625296,0.00016909,0.076936084,0,0.076936084,0.088603314,0,0
National,X,2001,6,5619,18.9891,0,186,3,291,0,291,587,0,0,0,0.033101975,0.000533903,0.051788574,0,0.051788574,0.104466987,0,0
National,X,2001,7,4920,15.4268,0,101,4,184,0,184,470,0,0,0,0.020528455,0.000813008,0.037398374,0,0.037398374,0.095528455,0,0
National,X,2001,8,4571,13.9357,0,74,5,121,0,121,437,0,0,0,0.016189018,0.001093853,0.026471232,0,0.026471232,0.095602713,0,0
National,X,2001,9,4321,11.4557,0,41,7,70,0,70,377,0,0,0,0.009488544,0.001619995,0.016199954,0,0.016199954,0.087248322,0,0
National,X,2001,10,3793,7.19747,0,36,1,39,0,39,197,0,0,0,0.009491168,0.000263644,0.010282099,0,0.010282099,0.05193778,0,0
