Week_Ending_Date,Midwest_WVAL,National_WVAL,Northeast_WVAL,South_WVAL,West_WVAL,date_updated
"2026-03-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-09-16","1.0","1.0","1.537364116588309","1.0","1.0","2026-04-02T07:12:03.016Z"
"2022-11-12","4.310331907231511","6.968782397002321","6.847099742073851","10.939315573006835","7.09046505193079","2026-04-02T07:12:03.016Z"
"2022-12-03","17.042691672813643","15.1651701245299","13.28764857624616","11.483091832434006","18.19718201160879","2026-04-02T07:12:03.016Z"
"2024-08-17","1.0","1.0","1.0","1.0","1.1120931992367835","2026-04-02T07:12:03.016Z"
"2026-01-10","10.174386385144901","9.495544124918256","13.600086830570945","8.81670186469161","8.49655751769642","2026-04-02T07:12:03.016Z"
"2026-01-10","10.174386385144901","9.495544124918256","13.600086830570945","8.81670186469161","8.49655751769642","2026-04-02T07:12:03.016Z"
"2026-02-14","2.5220692850907107","3.4817189861374884","4.22314526999778","2.7402927022771966","4.632703554150891","2026-04-02T07:12:03.016Z"
"2024-01-06","6.513951663707962","12.142414495799432","11.925992049323723","13.922931900549974","12.35883694227514","2026-04-02T07:12:03.016Z"
"2025-05-31","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-21","4.6566863402184655","3.502913307326323","3.988934664645308","2.178318789934611","3.0168919500073383","2026-04-02T07:12:03.016Z"
"2023-07-22","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-01-31","7.015350364242591","5.669905558266727","5.653485295713486","5.1572706475900825","5.6863258208199685","2026-04-02T07:12:03.016Z"
"2023-03-04","1.1589003747233027","1.3050626277837976","1.6489244780829753","1.0","1.4512248808442925","2026-04-02T07:12:03.016Z"
"2026-02-07","5.522327593350004","5.134585756986436","5.224011441363723","3.4887700097368137","5.045160072609148","2026-04-02T07:12:03.016Z"
"2022-10-29","1.7447544023102681","3.6802924663056773","4.190407907508748","12.481136996462169","3.170177025102607","2026-04-02T07:12:03.016Z"
"2026-03-14","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-08-02","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-21","4.6566863402184655","3.502913307326323","3.988934664645308","2.178318789934611","3.0168919500073383","2026-04-02T07:12:03.016Z"
"2025-07-12","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-08-12","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-09-02","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-12-21","2.6908132723791773","4.317112166686454","4.375348339540971","4.2588759938319365","9.754223666193571","2026-04-02T07:12:03.016Z"
"2025-11-15","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-11-29","1.0","1.3908865818572567","1.7986418931629995","1.0","1.7817731637145133","2026-04-02T07:12:03.016Z"
"2022-08-27","1.0","1.0","1.239562293128888","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-12-30","8.596374811769419","13.666665324549047","12.790909349685116","14.542421299412977","15.363743264816097","2026-04-02T07:12:03.016Z"
"2026-02-14","2.5220692850907107","3.4817189861374884","4.22314526999778","2.7402927022771966","4.632703554150891","2026-04-02T07:12:03.016Z"
"2024-09-14","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-06-07","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-03-14","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-07","5.522327593350004","5.134585756986436","5.224011441363723","3.4887700097368137","5.045160072609148","2026-04-02T07:12:03.016Z"
"2023-10-28","1.0","1.0322958409102616","1.0","1.0645916818205232","1.694808969618671","2026-04-02T07:12:03.016Z"
"2025-12-20","5.257841920432189","6.78557755510201","12.135274771964145","7.337759510512616","6.233395599691403","2026-04-02T07:12:03.016Z"
"2024-02-10","7.627133246200783","6.942547508502603","8.4972060348931","6.257961770804424","4.082848716742049","2026-04-02T07:12:03.016Z"
"2025-03-01","10.877631938386937","9.802697409107115","10.735090744159198","7.789618094739849","8.870304074055031","2026-04-02T07:12:03.016Z"
"2025-04-12","1.0","1.0783411469330257","1.1566822938660515","1.0","1.203879393824704","2026-04-02T07:12:03.016Z"
"2025-11-22","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-03-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-09-13","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-05-24","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-21","4.6566863402184655","3.502913307326323","3.988934664645308","2.178318789934611","3.0168919500073383","2026-04-02T07:12:03.016Z"
"2025-03-29","1.4710867021215313","1.6119364693800402","2.597426561861029","1.622423297273487","1.6014496414865935","2026-04-02T07:12:03.016Z"
"2023-04-01","1.0","1.0822038474091995","1.1644076948183992","1.0","1.288822554997422","2026-04-02T07:12:03.016Z"
"2025-10-11","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-12-06","1.0","2.007779763050493","3.1744863662204503","1.6753622818825233","2.3401972442184626","2026-04-02T07:12:03.016Z"
"2025-10-04","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-03-18","1.1352869150213987","1.2473696396410263","1.9144490194992305","1.0","1.359452364260654","2026-04-02T07:12:03.016Z"
"2022-11-26","11.945754022246495","12.19845005429278","8.06325121713616","12.451146086339064","14.727712390698935","2026-04-02T07:12:03.016Z"
"2025-05-17","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-03-23","4.125259906892171","3.33328466723541","4.489561829649924","2.1322496078436037","2.541309427578649","2026-04-02T07:12:03.016Z"
"2024-04-13","3.15824744100595","2.9142012364333376","2.9089438094398834","2.0486657183695707","2.919458663426792","2026-04-02T07:12:03.016Z"
"2026-02-28","2.4089981533823046","1.9008568816358928","1.7763235690519366","1.0","2.025390194219849","2026-04-02T07:12:03.016Z"
"2023-03-25","1.3848686483285133","1.4021156078105","1.4193625672924868","1.0","1.6938819612358422","2026-04-02T07:12:03.016Z"
"2024-10-05","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-03-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-03-15","5.5949349783864815","5.052065761657248","9.035808985016386","4.509196544928015","3.220286545322642","2026-04-02T07:12:03.016Z"
"2025-08-02","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-03-07","1.3500334227628152","1.1750167113814076","1.0","1.603490235910345","1.0","2026-04-02T07:12:03.016Z"
"2025-07-05","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-10-18","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-07-08","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-07-29","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-08-10","1.0","1.0","1.0","1.0","1.2834278209111458","2026-04-02T07:12:03.016Z"
"2025-10-04","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-12-06","1.0","2.007779763050493","3.1744863662204503","1.6753622818825233","2.3401972442184626","2026-04-02T07:12:03.016Z"
"2025-12-27","10.960012194238601","10.316871363795894","13.835582182720344","9.673730533353186","6.992162411470523","2026-04-02T07:12:03.016Z"
"2026-02-14","2.5220692850907107","3.4817189861374884","4.22314526999778","2.7402927022771966","4.632703554150891","2026-04-02T07:12:03.016Z"
"2022-09-24","1.0","1.3895971037521322","4.077612138932905","1.0930610562552912","1.6861331512489732","2026-04-02T07:12:03.016Z"
"2023-03-11","1.4366597548809983","1.3416088230172514","2.3007031641195956","1.239370167124702","1.2465578911535045","2026-04-02T07:12:03.016Z"
"2025-03-22","3.490471251754391","3.3675322155215155","3.7900711548686954","3.24459317928864","1.8779250128272837","2026-04-02T07:12:03.016Z"
"2026-02-07","5.522327593350004","5.134585756986436","5.224011441363723","3.4887700097368137","5.045160072609148","2026-04-02T07:12:03.016Z"
"2023-10-21","1.0","1.3419655661376744","1.6474757276095109","1.1118220831553767","1.572109049119972","2026-04-02T07:12:03.016Z"
"2025-04-19","1.0","1.0","1.3494566127567653","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-28","2.4089981533823046","1.9008568816358928","1.7763235690519366","1.0","2.025390194219849","2026-04-02T07:12:03.016Z"
"2024-01-27","5.015254196504284","7.137480096880066","8.634658983582039","7.1928974286757095","7.082062765084422","2026-04-02T07:12:03.016Z"
"2023-09-09","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-09-30","1.0","1.0628012697548515","1.0","1.2851685236365145","1.125602539509703","2026-04-02T07:12:03.016Z"
"2024-05-04","2.8665687186686055","2.073736795600065","1.5434368266085108","1.0","2.6040367645916196","2026-04-02T07:12:03.016Z"
"2025-09-06","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-07-05","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-01-03","11.679334465192209","10.622698760507369","13.777141874514333","9.566063055822527","8.533892175654685","2026-04-02T07:12:03.016Z"
"2026-03-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-08-05","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-01-03","11.679334465192209","10.622698760507369","13.777141874514333","9.566063055822527","8.533892175654685","2026-04-02T07:12:03.016Z"
"2022-08-06","1.0","1.2000895927936233","2.4808583952554297","1.4001791855872465","1.0","2026-04-02T07:12:03.016Z"
"2022-10-01","1.3997738535007196","1.5234886561287575","2.4137660228531175","1.6472034587567954","1.0","2026-04-02T07:12:03.016Z"
"2024-06-22","1.0","1.0","1.0","1.0","1.7006260141947398","2026-04-02T07:12:03.016Z"
"2024-10-12","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-04-26","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-28","2.4089981533823046","1.9008568816358928","1.7763235690519366","1.0","2.025390194219849","2026-04-02T07:12:03.016Z"
"2022-10-22","1.3072880508382978","2.543440609805238","2.9830512663396904","8.090251720941419","2.103829953270785","2026-04-02T07:12:03.016Z"
"2023-05-27","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-08-31","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-10-11","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-06-29","1.0","1.0","1.0","1.0","1.588771963695426","2026-04-02T07:12:03.016Z"
"2025-10-18","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-01-13","5.590089226426752","7.407091206757778","8.034648880209138","7.275188537818286","7.53899387569727","2026-04-02T07:12:03.016Z"
"2025-04-05","1.2059814226760404","1.3450688171829437","1.9337723499470123","1.0","1.484156211689847","2026-04-02T07:12:03.016Z"
"2025-11-15","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-08-19","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-01-10","10.174386385144901","9.495544124918256","13.600086830570945","8.81670186469161","8.49655751769642","2026-04-02T07:12:03.016Z"
"2022-08-20","1.0","1.0","1.677957263182772","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-08-23","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-11-29","1.0","1.3908865818572567","1.7986418931629995","1.0","1.7817731637145133","2026-04-02T07:12:03.016Z"
"2024-12-07","1.4321004941056343","1.5422879872164104","1.6524754803271864","1.3952034262260087","4.659114606699998","2026-04-02T07:12:03.016Z"
"2024-11-16","1.0","1.0","1.0","1.0","1.6306712785667359","2026-04-02T07:12:03.016Z"
"2025-11-22","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-04-15","1.0","1.0152113595752335","1.2912151100868017","1.0","1.0304227191504671","2026-04-02T07:12:03.016Z"
"2024-08-24","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-03-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-02-11","2.3762885278379855","1.971745989534695","2.9796475697289493","1.355844354322166","1.5672034512314041","2026-04-02T07:12:03.016Z"
"2025-08-30","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-08-30","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-01-17","3.0437824587575433","4.931375011147163","8.937257817077494","4.335652285315671","5.527097736978655","2026-04-02T07:12:03.016Z"
"2025-12-20","5.257841920432189","6.78557755510201","12.135274771964145","7.337759510512616","6.233395599691403","2026-04-02T07:12:03.016Z"
"2023-01-21","4.5793570005030855","4.362330626351486","5.03633857397958","2.0413919049851885","4.145304252199888","2026-04-02T07:12:03.016Z"
"2024-06-15","1.0","1.0","1.0","1.0","1.70859781667526","2026-04-02T07:12:03.016Z"
"2025-01-18","12.564486523973411","11.818057706954667","11.26044160775093","10.416089563584915","12.375673806158403","2026-04-02T07:12:03.016Z"
"2026-03-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-02-04","2.4061852008577667","2.255143585406014","2.1041019699542614","1.752862180299622","3.1080296823699847","2026-04-02T07:12:03.016Z"
"2024-05-18","2.035023467502864","1.748350924760166","1.5587121375133","1.0","1.9379897120070324","2026-04-02T07:12:03.016Z"
"2025-07-26","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-12-06","1.0","2.007779763050493","3.1744863662204503","1.6753622818825233","2.3401972442184626","2026-04-02T07:12:03.016Z"
"2023-08-26","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-04-19","1.0","1.0","1.3494566127567653","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-12-27","10.960012194238601","10.316871363795894","13.835582182720344","9.673730533353186","6.992162411470523","2026-04-02T07:12:03.016Z"
"2022-09-10","1.0","1.0853844227404819","2.8695878433367015","1.0","1.1707688454809637","2026-04-02T07:12:03.016Z"
"2023-05-06","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-06-07","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-11-01","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-05-03","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-04-27","2.269399281617207","2.017196586278671","1.7649938909401355","1.687173307821294","2.7897696709192052","2026-04-02T07:12:03.016Z"
"2025-02-01","30.103935866877315","18.704487683194564","20.691391772792407","16.71758359359672","15.775938134118658","2026-04-02T07:12:03.016Z"
"2022-12-24","14.374039244224049","15.932197871363282","17.658414309507933","8.043521251889393","17.490356498502518","2026-04-02T07:12:03.016Z"
"2024-02-24","8.204908141619505","6.105647967396882","8.822084197277867","4.006387793174259","3.075753198465523","2026-04-02T07:12:03.016Z"
"2024-03-02","7.775604601157408","5.843059805158787","8.150120978505706","3.9105150091601657","2.648120439691392","2026-04-02T07:12:03.016Z"
"2023-07-01","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-09-23","1.0","1.0","1.0","1.0","1.1577564177346849","2026-04-02T07:12:03.016Z"
"2024-10-26","1.0","1.0","1.0","1.0","1.0100727031549654","2026-04-02T07:12:03.016Z"
"2025-08-16","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-02-18","1.96282206490622","1.6822740252896287","1.6733565073037617","1.4150512528724337","1.6911915432754956","2026-04-02T07:12:03.016Z"
"2022-12-31","13.383229986097568","12.548922788212842","12.361746504793176","8.634080660340924","12.736099071632509","2026-04-02T07:12:03.016Z"
"2024-04-06","4.820594448471707","2.717777853797175","3.1523512938762313","2.283204413718119","2.230473280592931","2026-04-02T07:12:03.016Z"
"2025-02-22","14.697903760846337","13.513285834331029","14.008344556203049","9.84088673266104","13.018227112459009","2026-04-02T07:12:03.016Z"
"2026-03-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-01-25","16.84303517474447","18.242235102501226","20.223808970211376","19.641435030257977","13.984583836741457","2026-04-02T07:12:03.016Z"
"2025-11-15","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-11-22","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-09-07","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-09-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-06-14","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-03-07","1.3500334227628152","1.1750167113814076","1.0","1.603490235910345","1.0","2026-04-02T07:12:03.016Z"
"2024-11-30","1.0","1.0","1.0","1.0","1.712460744937124","2026-04-02T07:12:03.016Z"
"2026-01-17","3.0437824587575433","4.931375011147163","8.937257817077494","4.335652285315671","5.527097736978655","2026-04-02T07:12:03.016Z"
"2023-05-20","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-12-27","10.960012194238601","10.316871363795894","13.835582182720344","9.673730533353186","6.992162411470523","2026-04-02T07:12:03.016Z"
"2023-01-28","3.5307689782422402","2.977101406525642","4.0281137580983355","2.0798347767691356","2.423433834809043","2026-04-02T07:12:03.016Z"
"2025-08-23","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-01-31","7.015350364242591","5.669905558266727","5.653485295713486","5.1572706475900825","5.6863258208199685","2026-04-02T07:12:03.016Z"
"2022-11-19","7.089537934715125","8.066354785156427","6.946770645625552","9.04317163559773","10.204640890739883","2026-04-02T07:12:03.016Z"
"2024-11-23","1.0","1.0","1.0","1.0","1.4231211262444696","2026-04-02T07:12:03.016Z"
"2025-05-03","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-10-25","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-05-10","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-05-17","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-11-08","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-12-14","1.406238993312356","2.111934062512096","2.0122574244491074","2.211610700575085","6.096286175578373","2026-04-02T07:12:03.016Z"
"2025-10-11","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-06-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-02-17","8.206205901605577","6.46873244959363","8.870459083929047","4.7312589975816834","4.0472945987134334","2026-04-02T07:12:03.016Z"
"2025-12-13","1.0","3.263186560806039","5.9952077854866115","3.655211319347929","2.871161802264149","2026-04-02T07:12:03.016Z"
"2025-06-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-09-13","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-12-23","6.10851733171581","9.555008529593177","9.024919864405405","10.08509719478095","14.130354486581105","2026-04-02T07:12:03.016Z"
"2024-05-11","1.5003525736724852","1.5259128450225186","1.5514731163725521","1.0","2.9335407247011305","2026-04-02T07:12:03.016Z"
"2025-03-29","1.4710867021215313","1.6119364693800402","2.597426561861029","1.622423297273487","1.6014496414865935","2026-04-02T07:12:03.016Z"
"2025-09-06","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-01-07","5.838879076043789","8.398265053638742","10.957651031233695","5.551342765456772","12.131004075151555","2026-04-02T07:12:03.016Z"
"2024-11-09","1.0","1.0","1.0","1.0","1.0864523527611734","2026-04-02T07:12:03.016Z"
"2026-03-14","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2022-12-17","15.942659429849659","14.65326731329593","13.3638751967422","10.398363611504491","17.93701667779865","2026-04-02T07:12:03.016Z"
"2025-12-20","5.257841920432189","6.78557755510201","12.135274771964145","7.337759510512616","6.233395599691403","2026-04-02T07:12:03.016Z"
"2025-05-24","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2026-02-14","2.5220692850907107","3.4817189861374884","4.22314526999778","2.7402927022771966","4.632703554150891","2026-04-02T07:12:03.016Z"
"2026-01-24","4.973909548072642","5.192954237936493","6.403108054951284","4.815170181606068","5.411998927800344","2026-04-02T07:12:03.016Z"
"2026-03-07","1.3500334227628152","1.1750167113814076","1.0","1.603490235910345","1.0","2026-04-02T07:12:03.016Z"
"2025-06-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-02-08","19.287423446048876","19.115047678363567","21.49623155842879","18.942671910678257","13.788107113417496","2026-04-02T07:12:03.016Z"
"2025-07-26","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-07-20","1.0","1.0","1.0","1.0","1.1681725595111416","2026-04-02T07:12:03.016Z"
"2022-11-05","3.0021575515253187","4.782572301494519","4.649408324270084","13.115293431174141","4.9157362787189545","2026-04-02T07:12:03.016Z"
"2023-05-13","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-06-03","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-10-14","1.0","1.3866011673308356","1.4134287837830073","1.3597735508786641","1.498006795206048","2026-04-02T07:12:03.016Z"
"2024-06-01","1.0","1.0","1.0","1.0","1.7959166306262264","2026-04-02T07:12:03.016Z"
"2024-07-13","1.0","1.0","1.0","1.0","1.578362173910029","2026-04-02T07:12:03.016Z"
"2025-09-27","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2022-09-17","1.0","1.046942466991124","2.7376898144650714","1.0938849339822478","1.0","2026-04-02T07:12:03.016Z"
"2023-11-04","1.0","1.6669733464389154","1.1815808287334164","2.1523658641444143","2.7081117442503664","2026-04-02T07:12:03.016Z"
"2025-06-14","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-06-17","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-09-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-12-16","6.187099876108431","7.444367759823258","8.701635643538086","6.003127793087807","10.145129802637975","2026-04-02T07:12:03.016Z"
"2026-01-17","3.0437824587575433","4.931375011147163","8.937257817077494","4.335652285315671","5.527097736978655","2026-04-02T07:12:03.016Z"
"2025-05-10","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-07-19","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-11-08","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-04-20","2.352085271172578","2.052187475199882","1.7522896792271858","1.2367410599195776","2.4197690630324638","2026-04-02T07:12:03.016Z"
"2026-02-28","2.4089981533823046","1.9008568816358928","1.7763235690519366","1.0","2.025390194219849","2026-04-02T07:12:03.016Z"
"2025-02-15","18.30686014782659","16.462694830927248","19.821329793553815","14.213822173816832","14.618529514027905","2026-04-02T07:12:03.016Z"
"2026-01-24","4.973909548072642","5.192954237936493","6.403108054951284","4.815170181606068","5.411998927800344","2026-04-02T07:12:03.016Z"
"2023-06-24","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-11-02","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-05-31","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-07-12","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2024-03-16","5.793449020445794","3.161337953420598","3.9679959850296105","2.171997192656054","2.3546799218115853","2026-04-02T07:12:03.016Z"
"2025-04-05","1.2059814226760404","1.3450688171829437","1.9337723499470123","1.0","1.484156211689847","2026-04-02T07:12:03.016Z"
"2025-06-21","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-06-10","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
"2023-02-25","1.7317107864000942","1.5221541130511644","1.4287688235245863","1.2866438240623106","1.6155394025777428","2026-04-02T07:12:03.016Z"
"2023-04-22","1.0","1.0","1.2274212358755654","1.0","1.0","2026-04-02T07:12:03.016Z"
"2025-01-11","8.500415178401443","10.38176069691363","9.998689825465519","10.764831568361743","16.57463046432997","2026-04-02T07:12:03.016Z"
"2024-07-06","1.0","1.0","1.0","1.0","1.2659570468066355","2026-04-02T07:12:03.016Z"
"2022-12-10","15.067886191358575","14.6664951811647","14.265104170970826","7.982026189077241","16.989254332102316","2026-04-02T07:12:03.016Z"
"2024-07-27","1.0","1.0","1.0","1.0","1.272948171997703","2026-04-02T07:12:03.016Z"
"2024-03-30","5.6644153241947235","3.4243080465779845","4.7847978376043265","2.0638182555516424","1.9724676713806484","2026-04-02T07:12:03.016Z"
"2026-03-28","1.0","1.0","1.0","1.0","1.0","2026-04-02T07:12:03.016Z"
